association_type,left,right,pearson,spearman,effect_size,support,high_association
numeric_pair,days_with_impressions,sessions_prev_30d,0.16874061650112057,0.6495260992108002,,30000,False
numeric_pair,days_with_impressions,content_age_days,0.09210512471192397,0.10893600047251054,,30000,False
numeric_pair,days_with_impressions,age_tier_order,0.10680596936417985,0.12167773707093728,,30000,False
numeric_pair,days_with_impressions,days_since_last_update,0.22239286420631016,0.29532087579038263,,30000,False
numeric_pair,days_with_impressions,ctr,-0.1295541729262428,0.5121992471255357,,30000,False
numeric_pair,days_with_impressions,avg_position,0.07800927752365944,0.14019263977456597,,30000,False
numeric_pair,days_with_impressions,engagement_rate,0.06394979191233181,0.4151665568329755,,30000,False
numeric_pair,days_with_impressions,scroll_rate,-0.3166172951410034,-0.07771262351851017,,29875,False
numeric_pair,days_with_impressions,ai_traffic_pct,-0.029251927821102103,0.18848128558093474,,30000,False
numeric_pair,days_with_impressions,trend_pct,-0.03177605118945556,0.20575046860517718,,26612,False
numeric_pair,days_with_sessions,impressions_last_30d,0.5349217800951982,0.7741163167322465,,30000,False
numeric_pair,days_with_sessions,clicks_last_30d,0.5458265849581752,0.715957955718466,,30000,False
numeric_pair,days_with_sessions,sessions_last_30d,0.6826453967442171,0.8669162172280164,,30000,False
numeric_pair,days_with_sessions,impressions_prev_30d,0.5775191723564674,0.7687142732605606,,30000,False
numeric_pair,days_with_sessions,clicks_prev_30d,0.5201870934982369,0.7118390867395914,,30000,False
numeric_pair,days_with_sessions,sessions_prev_30d,0.5252439369594513,0.8546647722121168,,30000,False
numeric_pair,days_with_sessions,content_age_days,-0.02966390520628201,-0.0038953926892613976,,30000,False
numeric_pair,days_with_sessions,age_tier_order,-0.0058459466080137135,0.023367683241453847,,30000,False
numeric_pair,days_with_sessions,days_since_last_update,0.19156943817852304,0.2434529101095183,,30000,False
numeric_pair,days_with_sessions,ctr,-0.02140097507664495,0.529317603568058,,30000,False
numeric_pair,days_with_sessions,avg_position,-0.10604610345708065,-0.012324957064415921,,30000,False
numeric_pair,days_with_sessions,engagement_rate,0.044146159191439695,0.5385633858381397,,30000,False
numeric_pair,days_with_sessions,scroll_rate,-0.2043694826776342,0.07046676169702716,,29875,False
numeric_pair,days_with_sessions,ai_traffic_pct,-0.01430465123390753,0.2713131484681045,,30000,False
numeric_pair,days_with_sessions,trend_pct,-0.007596223450907333,0.17666659521764244,,26612,False
numeric_pair,impressions_last_30d,clicks_last_30d,0.6810346404053055,0.7673829491491039,,30000,False
numeric_pair,impressions_last_30d,sessions_last_30d,0.5844423242079736,0.7246399451943057,,30000,False
numeric_pair,impressions_last_30d,impressions_prev_30d,0.8637226482353105,0.9297650031866593,,30000,True
numeric_pair,impressions_last_30d,clicks_prev_30d,0.599475105844492,0.7362192956520172,,30000,False
numeric_pair,impressions_last_30d,sessions_prev_30d,0.47602708076965294,0.6996374619597422,,30000,False
numeric_pair,impressions_last_30d,content_age_days,-0.00017032507179754125,0.04975657788832169,,30000,False
numeric_pair,impressions_last_30d,age_tier_order,0.007214993756581949,0.06736750647033075,,30000,False
numeric_pair,impressions_last_30d,days_since_last_update,0.0608488599651896,0.24609248723836225,,30000,False
numeric_pair,impressions_last_30d,ctr,-0.014163058814272884,0.5426305294649876,,30000,False
numeric_pair,impressions_last_30d,avg_position,-0.0676415362964997,0.08033108853893721,,30000,False
numeric_pair,impressions_last_30d,engagement_rate,0.021457437689005498,0.48165234832566384,,30000,False
numeric_pair,impressions_last_30d,scroll_rate,-0.09123827468511604,-0.07024195547322706,,29875,False
numeric_pair,impressions_last_30d,ai_traffic_pct,-0.007679029948416029,0.2228720242104962,,30000,False
numeric_pair,impressions_last_30d,trend_pct,0.09673706517567406,0.3699814028452897,,26612,False
numeric_pair,clicks_last_30d,sessions_last_30d,0.7403357654151326,0.6642755882267435,,30000,False
numeric_pair,clicks_last_30d,impressions_prev_30d,0.6775677964380422,0.733044315223282,,30000,False
numeric_pair,clicks_last_30d,clicks_prev_30d,0.9225193532060544,0.7685628280207898,,30000,True
numeric_pair,clicks_last_30d,sessions_prev_30d,0.6518840308284926,0.6430918092078594,,30000,False
numeric_pair,clicks_last_30d,content_age_days,-0.024261508839579924,-0.046204714723848135,,30000,False
numeric_pair,clicks_last_30d,age_tier_order,-0.01909010597734173,-0.028705737447951313,,30000,False
numeric_pair,clicks_last_30d,days_since_last_update,0.042219048472911025,0.1417096864658278,,30000,False
numeric_pair,clicks_last_30d,ctr,0.009027343238958525,0.6622237784987495,,30000,False
numeric_pair,clicks_last_30d,avg_position,-0.09297011975934578,-0.13650094271634752,,30000,False
numeric_pair,clicks_last_30d,engagement_rate,0.02989627912717001,0.5100417934654655,,30000,False
numeric_pair,clicks_last_30d,scroll_rate,-0.06687481567551709,0.013221781462886778,,29875,False
numeric_pair,clicks_last_30d,ai_traffic_pct,-0.010105111789259106,0.24401464054071864,,30000,False
numeric_pair,clicks_last_30d,trend_pct,0.0063456095105693415,0.2294629880894378,,26612,False
numeric_pair,sessions_last_30d,impressions_prev_30d,0.5811954306473687,0.6710858531701972,,30000,False
numeric_pair,sessions_last_30d,clicks_prev_30d,0.6653191868288578,0.5898873006058581,,30000,False
numeric_pair,sessions_last_30d,sessions_prev_30d,0.6626656162103083,0.6937385767201105,,30000,False
numeric_pair,sessions_last_30d,content_age_days,-0.010632858563954165,0.05127729962953531,,30000,False
numeric_pair,sessions_last_30d,age_tier_order,0.008624512135173457,0.07596372977436887,,30000,False
numeric_pair,sessions_last_30d,days_since_last_update,0.15548037674693393,0.2363122317871949,,30000,False
numeric_pair,sessions_last_30d,ctr,-0.009540083547602335,0.41587718373818006,,30000,False
numeric_pair,sessions_last_30d,avg_position,-0.03817633963725112,0.013861021873860754,,30000,False
numeric_pair,sessions_last_30d,engagement_rate,0.004126682924718906,0.45105946291741456,,30000,False
numeric_pair,sessions_last_30d,scroll_rate,-0.13773440410011978,-0.056038782364708634,,29875,False
numeric_pair,sessions_last_30d,ai_traffic_pct,-0.011903258276923043,0.2422882846403729,,30000,False
numeric_pair,sessions_last_30d,trend_pct,0.007872339008600524,0.2621895038480777,,26612,False
numeric_pair,impressions_prev_30d,clicks_prev_30d,0.6824528565126021,0.7511532515323073,,30000,False
numeric_pair,impressions_prev_30d,sessions_prev_30d,0.5289609578860416,0.731724023073317,,30000,False
numeric_pair,impressions_prev_30d,content_age_days,-0.009502532353411473,0.0014024205807645607,,30000,False
numeric_pair,impressions_prev_30d,age_tier_order,-0.0018907446326915912,0.02618214043203455,,30000,False
numeric_pair,impressions_prev_30d,days_since_last_update,0.07311242408392112,0.2565540752843436,,30000,False
numeric_pair,impressions_prev_30d,ctr,-0.017402126786923686,0.5267146872850055,,30000,False
numeric_pair,impressions_prev_30d,avg_position,-0.06951564120439314,0.07115677195730662,,30000,False
numeric_pair,impressions_prev_30d,engagement_rate,0.021932597246662227,0.4748903281522792,,30000,False
numeric_pair,impressions_prev_30d,scroll_rate,-0.09045907318880789,-0.04444471462774993,,29875,False
numeric_pair,impressions_prev_30d,ai_traffic_pct,-0.007971083382196065,0.23256846374854873,,30000,False
numeric_pair,impressions_prev_30d,trend_pct,-0.010279263303138733,0.0853147773950493,,26612,False
numeric_pair,clicks_prev_30d,sessions_prev_30d,0.6932368584326027,0.7244720365775889,,30000,False
numeric_pair,clicks_prev_30d,content_age_days,-0.02439182552623696,-0.04186645708667066,,30000,False
numeric_pair,clicks_prev_30d,age_tier_order,-0.018270980797231978,-0.021596770497254506,,30000,False
numeric_pair,clicks_prev_30d,days_since_last_update,0.04077943616336204,0.13740279259244528,,30000,False
numeric_pair,clicks_prev_30d,ctr,0.010217007549614783,0.6817517229022293,,30000,False
numeric_pair,clicks_prev_30d,avg_position,-0.0912367449586218,-0.15480839760092874,,30000,False
numeric_pair,clicks_prev_30d,engagement_rate,0.028186257992087054,0.5116091548809176,,30000,False
numeric_pair,clicks_prev_30d,scroll_rate,-0.053405499382965106,0.030924053063101493,,29875,False
numeric_pair,clicks_prev_30d,ai_traffic_pct,-0.009099163920368192,0.23995727921102233,,30000,False
numeric_pair,clicks_prev_30d,trend_pct,-0.004308567127925734,0.14309152206520473,,26612,False
numeric_pair,sessions_prev_30d,content_age_days,-0.009474238826162745,0.011056467560708556,,30000,False
numeric_pair,sessions_prev_30d,age_tier_order,0.0018040747576867253,0.04118724440112353,,30000,False
numeric_pair,sessions_prev_30d,days_since_last_update,0.0760531221686062,0.26115632804581984,,30000,False
numeric_pair,sessions_prev_30d,ctr,-0.0003463669513779713,0.46817164303157116,,30000,False
numeric_pair,sessions_prev_30d,avg_position,-0.057639728298126046,0.008552983817247645,,30000,False
numeric_pair,sessions_prev_30d,engagement_rate,0.013404483251157737,0.48777142809716456,,30000,False
numeric_pair,sessions_prev_30d,scroll_rate,-0.07389039358658214,0.01858892524198053,,29875,False
numeric_pair,sessions_prev_30d,ai_traffic_pct,-0.007544862399044341,0.26055943408371834,,30000,False
numeric_pair,sessions_prev_30d,trend_pct,-0.00533494986353868,0.13195470429630976,,26612,False
numeric_pair,content_age_days,age_tier_order,0.9510524511587319,0.9357663783186743,,30000,True
numeric_pair,content_age_days,days_since_last_update,0.03834340463359033,0.2819143593047835,,30000,False
numeric_pair,content_age_days,ctr,0.009459962690555648,-0.05853942645886451,,30000,False
numeric_pair,content_age_days,avg_position,0.15823765038546553,0.13674577216663275,,30000,False
numeric_pair,content_age_days,engagement_rate,0.039776495318842864,0.017546573428893673,,30000,False
numeric_pair,content_age_days,scroll_rate,-0.11644885662567489,-0.14144699410010203,,29875,False
numeric_pair,content_age_days,ai_traffic_pct,-0.001194531869400973,-0.01466098931913889,,30000,False
numeric_pair,content_age_days,trend_pct,0.0007118810740877784,0.21566887913016936,,26612,False
numeric_pair,age_tier_order,days_since_last_update,0.0519987088581693,0.2500685157329763,,30000,False
numeric_pair,age_tier_order,ctr,0.008387377396546,-0.04209261790724241,,30000,False
numeric_pair,age_tier_order,avg_position,0.1517058385755342,0.14581603171828136,,30000,False
numeric_pair,age_tier_order,engagement_rate,0.03233481488613043,0.028295435969929117,,30000,False
numeric_pair,age_tier_order,scroll_rate,-0.1217235246161328,-0.14471800583886377,,29875,False
numeric_pair,age_tier_order,ai_traffic_pct,-0.0027499542341626044,0.0018886298319749227,,30000,False
numeric_pair,age_tier_order,trend_pct,0.0006981687434912204,0.22950706941443988,,26612,False
numeric_pair,days_since_last_update,ctr,-0.020760433950935367,0.07603561753568971,,30000,False
numeric_pair,days_since_last_update,avg_position,0.07014004601971882,0.18646055369999465,,30000,False
numeric_pair,days_since_last_update,engagement_rate,-0.013660972307730928,0.10234975472484184,,30000,False
numeric_pair,days_since_last_update,scroll_rate,-0.14688707366192702,-0.1250165417585267,,29875,False
numeric_pair,days_since_last_update,ai_traffic_pct,-0.010358385629797927,0.12216804426195597,,30000,False
numeric_pair,days_since_last_update,trend_pct,-0.014229712558539657,0.07231517001566581,,26612,False
numeric_pair,ctr,avg_position,-0.0725902997683245,-0.14444732354619816,,30000,False
numeric_pair,ctr,engagement_rate,0.09690288599987268,0.407056647004828,,30000,False
numeric_pair,ctr,scroll_rate,0.012954806512396517,0.01143866475928991,,29875,False
numeric_pair,ctr,ai_traffic_pct,0.005609704737868829,0.15473699516181708,,30000,False
numeric_pair,ctr,trend_pct,0.00796843091761824,0.1706743388641774,,26612,False
numeric_pair,avg_position,engagement_rate,-0.017925685283108127,-0.04511432664524726,,30000,False
numeric_pair,avg_position,scroll_rate,-0.03975682577411792,-0.09496986606668287,,29875,False
numeric_pair,avg_position,ai_traffic_pct,0.0065433504809488474,0.06368520372639158,,30000,False
numeric_pair,avg_position,trend_pct,0.047248447548896365,0.07681012433372056,,26612,False
numeric_pair,engagement_rate,scroll_rate,0.16261113007532332,0.25072057407227305,,29875,False
numeric_pair,engagement_rate,ai_traffic_pct,0.031503757642933124,0.20532583016638994,,30000,False
numeric_pair,engagement_rate,trend_pct,0.00841155429740994,0.11930600943565728,,26612,False
numeric_pair,scroll_rate,ai_traffic_pct,0.015547466584411045,0.02856037829642378,,29875,False
numeric_pair,scroll_rate,trend_pct,0.0018679687736171161,-0.09264729661450925,,26513,False
numeric_pair,ai_traffic_pct,trend_pct,-0.0038244365689916304,0.03369883164046037,,26612,False
numeric_target,search_volume,trend_direction,,,0.000595,27532,False
numeric_target,competition,trend_direction,,,0.002278,27532,False
numeric_target,cpc,trend_direction,,,0.000673,27532,False
numeric_target,word_count,trend_direction,,,0.037734,22301,False
numeric_target,char_count,trend_direction,,,0.023103,22301,False
numeric_target,impressions_90d,trend_direction,,,0.021864,30000,False
numeric_target,clicks_90d,trend_direction,,,0.01734,30000,False
numeric_target,pageviews_90d,trend_direction,,,0.022418,30000,False
numeric_target,sessions_90d,trend_direction,,,0.024525,30000,False
numeric_target,users_90d,trend_direction,,,0.024359,30000,False
numeric_target,engaged_sessions_90d,trend_direction,,,0.01327,30000,False
numeric_target,ai_sessions_90d,trend_direction,,,0.004017,30000,False
numeric_target,scroll_events_90d,trend_direction,,,0.003405,30000,False
numeric_target,days_with_impressions,trend_direction,,,0.392382,30000,False
numeric_target,days_with_sessions,trend_direction,,,0.07091,30000,False
numeric_target,impressions_last_30d,trend_direction,,,0.027492,30000,False
numeric_target,clicks_last_30d,trend_direction,,,0.020199,30000,False
numeric_target,sessions_last_30d,trend_direction,,,0.027461,30000,False
numeric_target,impressions_prev_30d,trend_direction,,,0.019718,30000,False
numeric_target,clicks_prev_30d,trend_direction,,,0.01411,30000,False
numeric_target,sessions_prev_30d,trend_direction,,,0.016399,30000,False
numeric_target,content_age_days,trend_direction,,,0.039893,30000,False
numeric_target,age_tier_order,trend_direction,,,0.041497,30000,False
numeric_target,days_since_last_update,trend_direction,,,0.030774,30000,False
numeric_target,ctr,trend_direction,,,0.008755,30000,False
numeric_target,avg_position,trend_direction,,,0.042299,30000,False
numeric_target,engagement_rate,trend_direction,,,0.001699,30000,False
numeric_target,scroll_rate,trend_direction,,,0.026607,29875,False
numeric_target,ai_traffic_pct,trend_direction,,,0.000951,30000,False
numeric_target,trend_pct,trend_direction,,,0.035798,26612,False
categorical_target,competition_level,trend_direction,,,0.21669,27390,False
categorical_target,content_type,trend_direction,,,0.292205,30000,False
categorical_target,main_intent,trend_direction,,,0.199956,27626,False
categorical_target,provider_used,trend_direction,,,0.173537,8562,False
categorical_target,model_used,trend_direction,,,0.22065,24267,False
categorical_target,age_tier,trend_direction,,,0.14105,30000,False
categorical_target,freshness_tier,trend_direction,,,0.109263,30000,False
categorical_target,word_count_tier,trend_direction,,,0.202172,22301,False
categorical_target,char_count_tier,trend_direction,,,0.195786,22301,False
categorical_target,impression_tier,trend_direction,,,0.261833,30000,False
categorical_target,position_tier,trend_direction,,,0.295548,30000,False
